"{{numberNew}} New Tweets","","{{numberNew}} New Tweets","{{numberNew}} novih Tweetova","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} Nouveaux Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} 件の新しいツイート","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} Novos Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} New Tweets","{{numberNew}} Nuevos Tweets","{{numberNew}} New Tweets"
"1 New Message","","1 New Message","1 New Message","1 New Message","1 New Message","1 New Message","1 New Message","1 New Message","1 nouveau message","1 New Message","1 New Message","1 New Message","1 件の新しいメッセージ","1 New Message","1 New Message","1 nova mensagem","1 New Message","1 New Message","1 New Message","1 Nuevo Mensaje","1 New Message"
"1 New Follower","","1 New Follower","1 New Follower","1 New Follower","1 New Follower","1 New Follower","1 New Follower","1 New Follower","1 nouvel abonné","1 New Follower","1 New Follower","1 New Follower","1 人の新しいフォロワー","1 New Follower","1 New Follower","1 novo seguidor","1 New Follower","1 New Follower","1 New Follower","1 Nuevo Seguidor","1 New Follower"
"1 New Tweet","","1 New Tweet","1 Novi Tweet","1 New Tweet","1 New Tweet","1 New Tweet","1 New Tweet","1 New Tweet","1 Nouveau Tweet","1 New Tweet","1 New Tweet","1 New Tweet","1 件の新しいツイート","1 New Tweet","1 New Tweet","1 Novo Tweet","1 New Tweet","1 New Tweet","1 New Tweet","1 Nuevo Tweet","1 New Tweet"
"1 New Notification","","1 New Notification","1 New Notification","1 New Notification","1 New Notification","1 New Notification","1 New Notification","1 New Notification","1 nouvelle notification","1 New Notification","1 New Notification","1 New Notification","1 件の新しい通知","1 New Notification","1 New Notification","1 nova notificação","1 New Notification","1 New Notification","1 New Notification","1 Nueva Notificación","1 New Notification"
"Back to {{{columntitle}}}","","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Retour à {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","{{{columntitle}}} に戻る","Back to {{{columntitle}}}","Wróć do {{{columntitle}}}","Volta para {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Back to {{{columntitle}}}","Volver a {{{columntitle}}}","Back to {{{columntitle}}}"
"Log out","","Log out","Log out","Log out","Log out","Log out","Log out","Log out","Se déconnecter","Log out","Log out","Log out","ログアウト","Log out","Wyloguj","Encerrar sessão","Log out","Log out","Log out","Cerrar sesión","Log out"
"{{getLightChirpURL}}","","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}","{{getLightChirpURL}}"
"Keyboard shortcuts","","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","Raccourcis clavier","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","キーボードショートカット","Keyboard shortcuts","Keyboard shortcuts","Atalhos de teclado","Keyboard shortcuts","Keyboard shortcuts","Keyboard shortcuts","Atajos de teclado","Keyboard shortcuts"
"{{screenName}}'s avatar","","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","Photo de profil de {{screenName}}","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}} のアバター","{{screenName}}'s avatar","{{screenName}}'s avatar","avatar de {{screenName}}","{{screenName}}'s avatar","{{screenName}}'s avatar","{{screenName}}'s avatar","Avatar de {{screenName}}","{{screenName}}'s avatar"
"Your scheduled Tweet will send even if TweetDeck is not running at the time.","","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Votre tweet programmé sera envoyé même si TweetDeck n'est pas lancé à ce moment-là.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","予約したツイートは予定時刻に TweetDeck が起動していなくても送信されます。","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Seu Tweet agendado será enviado mesmo se o TweetDeck não estiver aberto no momento.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Your scheduled Tweet will send even if TweetDeck is not running at the time.","Tu Tweet programado se enviará incluso si TweetDeck no está abierto en ese momento.","Your scheduled Tweet will send even if TweetDeck is not running at the time."
"TweetDeck","","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck","TweetDeck"
"Edit profile","","Edit profile","Edit profile","Edit profile","Edit profile","Edit profile","Edit profile","Edit profile","Modifier le profil","Edit profile","Edit profile","Edit profile","プロファイルを編集","Edit profile","Edytuj profil","Editar Perfil","Edit profile","Edit profile","Edit profile","Editar perfil","Edit profile"
"Unblock","","Unblock","Unblock","Unblock","Unblock","Unblock","Unblock","Unblock","Débloquer","Unblock","Unblock","Unblock","ブロックを解除","Unblock","Odblokuj","Desbloquear","Unblock","Unblock","Unblock","Desbloquear","Unblock"
"Block","","Block","Block","Block","Block","Block","Block","Block","Bloquer","Block","Block","Block","ブロック","Block","Zablokuj","Bloquear","Block","Block","Block","Bloquear","Block"
"Blocked","","Blocked","Blocked","Blocked","Blocked","Blocked","Blocked","Blocked","Bloqué·e","Blocked","Blocked","Blocked","ブロックしました","Blocked","Blocked","Bloqueado","Blocked","Blocked","Blocked","Bloqueado","Blocked"
"Pending","","Pending","Pending","Pending","Pending","Pending","Pending","Pending","En attente","Pending","Pending","Pending","保留中","Pending","Pending","Pendente","Pending","Pending","Pending","Pendiente","Pending"
"Unfollow","","Unfollow","Unfollow","Unfollow","Unfollow","Unfollow","Unfollow","Unfollow","Se désabonner","Unfollow","Unfollow","Unfollow","フォローを解除","Unfollow","Unfollow","Deixar de seguir","Unfollow","Unfollow","Unfollow","Dejar de seguir","Unfollow"
"Follow","","Follow","Follow","Follow","Follow","Follow","Follow","Follow","Suivre","Follow","Follow","Follow","フォロー","Follow","Obserwuj","Seguir","Follow","Follow","Follow","Seguir","Follow"
"Unfollow @{{screenName}}","","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Se désabonner de @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","@{{screenName}} のフォローを解除","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Deixar de seguir @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Unfollow @{{screenName}}","Dejar de seguir a @{{screenName}}","Unfollow @{{screenName}}"
"Follow @{{screenName}}","","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Suivre @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","@{{screenName}} をフォロー","Follow @{{screenName}}","Follow @{{screenName}}","Seguir @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Follow @{{screenName}}","Seguir a @{{screenName}}","Follow @{{screenName}}"
"Follow from accounts…","","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Seguir pelas contas…","Follow from accounts…","Follow from accounts…","Follow from accounts…","Seguir desde las cuentas…","Follow from accounts…"
"From {{#account}}@{{getUsername}}{{/account}}","","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","De {{#account}}@{{getUsername}}{{/ conta}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}","Desde {{#account}}@{{getUsername}}{{/account}}","From {{#account}}@{{getUsername}}{{/account}}"
"Listed","","Listed","Listed","Listed","Listed","Listed","Listed","Listed","Listé","Listed","Listed","Listed","リストに追加されました","Listed","Listed","Listados","Listed","Listed","Listed","Listado","Listed"
"Following","","Following","Following","Following","Following","Following","Following","Following","Following","Following","Following","Following","フォロー中","Following","Following","Seguindo","Following","Following","Following","Siguiendo","Following"
"Tweets","","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","ツイート","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets","Tweets"
"Follows @{{preferredAccount}}","","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Suit @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","@{{preferredAccount}} をフォローする","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Segue @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Follows @{{preferredAccount}}","Sigue a @{{preferredAccount}}","Follows @{{preferredAccount}}"
"Translator","","Translator","Translator","Translator","Translator","Translator","Translator","Translator","Traducteur·ice","Translator","Translator","Translator","翻訳者","Translator","Translator","Tradutor","Translator","Translator","Translator","Traductor","Translator"
"Amharic","","Amharic","Amharic","Amharic","Amharic","Amharic","Amharic","Amharic","Amharique","Amharic","Amharic","Amharic","アムハラ語","Amharic","amharskim","Amárico","Amharic","Amharic","Amharic","amárico","Amharic"
"Arabic","","Арабски","Arabic","Arabic","Arabic","Arabic","Arabic","Arabic","Arabe","Arabic","Arabic","Arabic","アラビア語","Arabic","arabskim","Árabe","Arabic","Arabic","Arabic","árabe","Arabic"
"Armenian","","Арменски","Armenian","Armenian","Armenian","Armenian","Armenian","Armenian","Arménien","Armenian","Armenian","Armenian","アルメニア語","Armenian","ormiańskim","Armênio","Armenian","Armenian","Armenian","armenio","Armenian"
"Bengali","","Бенгалски","Bengali","Bengali","Bengali","Bengali","Bengali","Bengali","Bengali","Bengali","Bengali","Bengali","ベンガル語","Bengali","bengalskim","Bengalês","Bengali","Bengali","Bengali","bengalí","Bengali"
"Bulgarian","","Български","Bulgarian","Bulgarian","Bulgarian","Bulgarian","Bulgarian","Bulgarian","Bulgare","Bulgarian","Bulgarian","Bulgarian","ブルガリア語","Bulgarian","bułgarskim","Búlgaro","Bulgarian","Bulgarian","Bulgarian","búlgaro","Bulgarian"
"Catalan","","Каталонски","Catalan","Catalan","Catalan","Catalan","Catalan","Catalan","Catalan","Catalan","Catalan","Catalan","カタルーニャ語","Catalan","katalońskim","Catalão","Catalan","Catalan","Catalan","catalán","Catalan"
"Cherokee","","Чероки","Cherokee","Cherokee","Cherokee","Cherokee","Cherokee","Cherokee","Cherokee","Cherokee","Cherokee","Cherokee","チェロキー語","Cherokee","czirokeskim","Cherokee","Cherokee","Cherokee","Cherokee","cheroqui","Cherokee"
"Chinese","","Китайски","Chinese","Chinese","Chinese","Chinese","Chinese","Chinese","Chinois","Chinese","Chinese","Chinese","中国語","Chinese","chińskim","Chinês","Chinese","Chinese","Chinese","chino","Chinese"
"Czech","","Чешки","Czech","Czech","Czech","Czech","Czech","Czech","Tchèque","Czech","Czech","Czech","チェコ語","Czech","czeskim","Tcheco","Czech","Czech","Czech","checo","Czech"
"Danish","","Датски","Danish","Danish","Danish","Danish","Danish","Danish","Danois","Danish","Danish","Danish","デンマーク語","Danish","duńskim","Dinamarquês","Danish","Danish","Danish","danés","Danish"
"Dutch","","Холандски","Dutch","Dutch","Dutch","Dutch","Dutch","Dutch","Néerlandais","Dutch","Dutch","Dutch","ドイツ語","Dutch","holenderskim","Holandês","Dutch","Dutch","Dutch","holandés","Dutch"
"English","","Английски","English","English","English","English","English","English","Anglais","English","English","English","英語","English","angielskim","Inglês","English","English","English","inglés","English"
"Estonian","","Естонски","Estonian","Estonian","Estonian","Estonian","Estonian","Estonian","Estonien","Estonian","Estonian","Estonian","エストニア語","Estonian","estońskim","Estoniano","Estonian","Estonian","Estonian","estonio","Estonian"
"Finnish","","Финландски","Finnish","Finnish","Finnish","Finnish","Finnish","Finnish","Finnois","Finnish","Finnish","Finnish","フィンランド語","Finnish","fińskim","Finlandês","Finnish","Finnish","Finnish","finés","Finnish"
"French","","Френски","French","French","French","French","French","French","Français","French","French","French","フランス語","French","francuskim","Francês","French","French","French","francés","French"
"Georgian","","Грузински","Georgian","Georgian","Georgian","Georgian","Georgian","Georgian","Géorgien","Georgian","Georgian","Georgian","ジョージア語","Georgian","gruzińskim","Georgiano","Georgian","Georgian","Georgian","georgiano","Georgian"
"German","","Немски","German","German","German","German","German","German","Allemand","German","German","German","ドイツ語","German","niemieckim","Alemão","German","German","German","alemán","German"
"Greek","","Гръцки","Greek","Greek","Greek","Greek","Greek","Greek","Grec","Greek","Greek","Greek","ギリシャ語","Greek","greckim","Grego","Greek","Greek","Greek","griego","Greek"
"Gujarati","","Гуджаратски","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","グジャラート語","Gujarati","gudżarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati","Gujarati"
"Haitian Creole","","Haitian Creole","Haitian Creole","Haitian Creole","Haitian Creole","Haitian Creole","Haitian Creole","Haitian Creole","Créole haïtien","Haitian Creole","Haitian Creole","Haitian Creole","ハイチ・クレオール語","Haitian Creole","kreolskim haitańskim","Crioulo Haitiano","Haitian Creole","Haitian Creole","Haitian Creole","criollo haitiano","Haitian Creole"
"Hebrew","","Иврит","Hebrew","Hebrew","Hebrew","Hebrew","Hebrew","Hebrew","Hébreu","Hebrew","Hebrew","Hebrew","ヘブライ語","Hebrew","hebrajskim","Hebraico","Hebrew","Hebrew","Hebrew","hebreo","Hebrew"
"Hindi","","Хинди","Hindi","Hindi","Hindi","Hindi","Hindi","Hindi","Hindi","Hindi","Hindi","Hindi","ヒンディー語","Hindi","hindi","Hindu","Hindi","Hindi","Hindi","hindi","Hindi"
"Hungarian","","Унгарски","Hungarian","Hungarian","Hungarian","Hungarian","Hungarian","Hungarian","Hongrois","Hungarian","Hungarian","Hungarian","ハンガリー語","Hungarian","węgierskim","Húngaro","Hungarian","Hungarian","Hungarian","húngaro","Hungarian"
"Icelandic","","Исландски","Icelandic","Icelandic","Icelandic","Icelandic","Icelandic","Icelandic","Islandais","Icelandic","Icelandic","Icelandic","アイスランド語","Icelandic","islandzkim","Islandês","Icelandic","Icelandic","Icelandic","islandés","Icelandic"
"Indonesian","","Indonesian","Indonesian","Indonesian","Indonesian","Indonesian","Indonesian","Indonesian","Indonésien","Indonesian","Indonesian","Indonesian","インドネシア語","Indonesian","indonezyjskim","Indonésio","Indonesian","Indonesian","Indonesian","indonesio","Indonesian"
"Inuktitut","","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","イヌクティトゥット語","Inuktitut","inuktitut","Inuktitut","Inuktitut","Inuktitut","Inuktitut","inuktitut","Inuktitut"
"Italian","","Италиански","Italian","Italian","Italian","Italian","Italian","Italian","Italien","Italian","Italian","Italian","イタリア語","Italian","włoskim","Italiano","Italian","Italian","Italian","italiano","Italian"
"Japanese","","Японски","Japanese","Japanese","Japanese","Japanese","Japanese","Japanese","Japonais","Japanese","Japanese","Japanese","日本語","Japanese","japońskim","Japonês","Japanese","Japanese","Japanese","japonés","Japanese"
"Kannada","","Kannada","Kannada","Kannada","Kannada","Kannada","Kannada","Kannada","Kannada","Kannada","Kannada","Kannada","カンナダ語","Kannada","kannada","Canarês","Kannada","Kannada","Kannada","Kannada","Kannada"
"Khmer","","Khmer","Khmer","Khmer","Khmer","Khmer","Khmer","Khmer","Khmer","Khmer","Khmer","Khmer","クメール語","Khmer","khmerskim","Khmer","Khmer","Khmer","Khmer","jemer","Khmer"
"Korean","","Корейски","Korean","Korean","Korean","Korean","Korean","Korean","Coréen","Korean","Korean","Korean","韓国語","Korean","koreańskim","Coreano","Korean","Korean","Korean","coreano","Korean"
"Lao","","Lao","Lao","Lao","Lao","Lao","Lao","Lao","Lao","Lao","Lao","Lao","ラーオ語","Lao","laotańskim","Laociano","Lao","Lao","Lao","laosiano","Lao"
"Latvian","","Латвийски","Latvian","Latvian","Latvian","Latvian","Latvian","Latvian","Letton","Latvian","Latvian","Latvian","ラトビア語","Latvian","łotewskim","Letã","Latvian","Latvian","Latvian","letón","Latvian"
"Lithuanian","","Литовски","Lithuanian","Lithuanian","Lithuanian","Lithuanian","Lithuanian","Lithuanian","Lituanien","Lithuanian","Lithuanian","Lithuanian","リトアニア語","Lithuanian","litewskim","Lituano","Lithuanian","Lithuanian","Lithuanian","lituano","Lithuanian"
"Malayalam","","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","Malayalam","マラヤーラム語","Malayalam","malajalam","Malayalam","Malayalam","Malayalam","Malayalam","malabar","Malayalam"
"Maldivian","","Maldivian","Maldivian","Maldivian","Maldivian","Maldivian","Maldivian","Maldivian","Maldivien","Maldivian","Maldivian","Maldivian","モルディブ語","Maldivian","malediwskim","Maldivian","Maldivian","Maldivian","Maldivian","maldivo","Maldivian"
"Myanmar","","Myanmar","Myanmar","Myanmar","Myanmar","Myanmar","Myanmar","Myanmar","Birman","Myanmar","Myanmar","Myanmar","ミャンマー語","Myanmar","birmańskim","Myanmar","Myanmar","Myanmar","Myanmar","birmano","Myanmar"
"Nepali","","Nepali","Nepali","Nepali","Nepali","Nepali","Nepali","Nepali","Népalais","Nepali","Nepali","Nepali","ネパール語","Nepali","nepalskim","Nepali","Nepali","Nepali","Nepali","nepalí","Nepali"
"Norwegian","","Норвежки","Norwegian","Norwegian","Norwegian","Norwegian","Norwegian","Norwegian","Norvégien","Norwegian","Norwegian","Norwegian","ノルウェー語","Norwegian","norweskim","Norueguês","Norwegian","Norwegian","Norwegian","noruego","Norwegian"
"Oriya","","Oriya","Oriya","Oriya","Oriya","Oriya","Oriya","Oriya","Odia","Oriya","Oriya","Oriya","オリヤー語","Oriya","orija","Oriya","Oriya","Oriya","Oriya","Oriya","Oriya"
"Panjabi","","Panjabi","Panjabi","Panjabi","Panjabi","Panjabi","Panjabi","Panjabi","Pendjabi","Panjabi","Panjabi","Panjabi","パンジャブ語","Panjabi","pendżabskim","Panjabi","Panjabi","Panjabi","Panjabi","panyabí","Panjabi"
"Persian","","Персийски","Persian","Persian","Persian","Persian","Persian","Persian","Persan","Persian","Persian","Persian","ペルシャ語","Persian","perskim","Persa","Persian","Persian","Persian","persa","Persian"
"Polish","","Полски","Polish","Polish","Polish","Polish","Polish","Polish","Polonais","Polish","Polish","Polish","ポーランド語","Polish","polskim","Polonês","Polish","Polish","Polish","polaco","Polish"
"Portuguese","","Португалски","Portuguese","Portuguese","Portuguese","Portuguese","Portuguese","Portuguese","Portugais","Portuguese","Portuguese","Portuguese","ポルトガル語","Portuguese","portugalskim","Português","Portuguese","Portuguese","Portuguese","portugués","Portuguese"
"Romanian","","Румънски","Romanian","Romanian","Romanian","Romanian","Romanian","Romanian","Roumain","Romanian","Romanian","Romanian","ルーマニア語","Romanian","rumuńskim","Romeno","Romanian","Romanian","Romanian","rumano","Romanian"
"Russian","","Руски","Russian","Russian","Russian","Russian","Russian","Russian","Russe","Russian","Russian","Russian","ロシア語","Russian","rosyjskim","Russo","Russian","Russian","Russian","ruso","Russian"
"Sinhala","","Sinhala","Sinhala","Sinhala","Sinhala","Sinhala","Sinhala","Sinhala","Singhalais","Sinhala","Sinhala","Sinhala","シンハラ語","Sinhala","syngaleskim","Cingalês","Sinhala","Sinhala","Sinhala","cingalés","Sinhala"
"Slovak","","Словашки","Slovak","Slovak","Slovak","Slovak","Slovak","Slovak","Slovaque","Slovak","Slovak","Slovak","スロバキア語","Slovak","słowackim","Eslovaco","Slovak","Slovak","Slovak","eslovaco","Slovak"
"Slovene","","Slovene","Slovene","Slovene","Slovene","Slovene","Slovene","Slovene","Slovène","Slovene","Slovene","Slovene","スロベニア語","Slovene","słoweńskim","Esloveno","Slovene","Slovene","Slovene","esloveno","Slovene"
"Spanish","","Испански","Spanish","Spanish","Spanish","Spanish","Spanish","Spanish","Espagnol","Spanish","Spanish","Spanish","スペイン語","Spanish","hiszpańskim","Espanhol","Spanish","Spanish","Spanish","español","Spanish"
"Swedish","","Шведски","Swedish","Swedish","Swedish","Swedish","Swedish","Swedish","Suédois","Swedish","Swedish","Swedish","スウェーデン語","Swedish","szwedzkim","Sueco","Swedish","Swedish","Swedish","sueco","Swedish"
"Tagalog","","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","Tagalog","タガログ語","Tagalog","tagalskim","Filipino","Tagalog","Tagalog","Tagalog","tagalo","Tagalog"
"Tamil","","Tamil","Tamil","Tamil","Tamil","Tamil","Tamil","Tamil","Tamoul","Tamil","Tamil","Tamil","タミール語","Tamil","tamilskim","Tâmil","Tamil","Tamil","Tamil","tamil","Tamil"
"Telugu","","Telugu","Telugu","Telugu","Telugu","Telugu","Telugu","Telugu","Télougou","Telugu","Telugu","Telugu","テルグ語","Telugu","telugu","Telugu","Telugu","Telugu","Telugu","telugu","Telugu"
"Thai","","Thai","Thai","Thai","Thai","Thai","Thai","Thai","Thaï","Thai","Thai","Thai","タイ語","Thai","tajskim","Tailandês","Thai","Thai","Thai","tailandés","Thai"
"Tibetan","","Tibetan","Tibetan","Tibetan","Tibetan","Tibetan","Tibetan","Tibetan","Tibétain","Tibetan","Tibetan","Tibetan","チベット語","Tibetan","tybetańskim","Tibetano","Tibetan","Tibetan","Tibetan","tibetano","Tibetan"
"Turkish","","Turkish","Turkish","Turkish","Turkish","Turkish","Turkish","Turkish","Turc","Turkish","Turkish","Turkish","トルコ語","Turkish","tureckim","Turco","Turkish","Turkish","Turkish","turco","Turkish"
"Ukrainian","","Ukrainian","Ukrainian","Ukrainian","Ukrainian","Ukrainian","Ukrainian","Ukrainian","Ukrainien","Ukrainian","Ukrainian","Ukrainian","ウクライナ語","Ukrainian","ukraińskim","Ucraniano","Ukrainian","Ukrainian","Ukrainian","ucranio","Ukrainian"
"Urdu","","Urdu","Urdu","Urdu","Urdu","Urdu","Urdu","Urdu","Ourdou","Urdu","Urdu","Urdu","ウルドゥー語","Urdu","urdu","Urdu","Urdu","Urdu","Urdu","urdu","Urdu"
"Vietnamese","","Vietnamese","Vietnamese","Vietnamese","Vietnamese","Vietnamese","Vietnamese","Vietnamese","Vietnamien","Vietnamese","Vietnamese","Vietnamese","ヴェトナム語","Vietnamese","wietnamskim","Vietnamita","Vietnamese","Vietnamese","Vietnamese","vietnamita","Vietnamese"
"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Trending","","Trending","Trending","Trending","Trending","Trending","Trending","Trending","Tendances","Trending","Trending","Trending","トレンド","Trending","Trending","Assuntos do momento","Trending","Trending","Trending","Tendencias","Trending"
"Trends","","Trends","Trends","Trends","Trends","Trends","Trends","Trends","Tendances","Trends","Trends","Trends","トレンド","Trends","Trends","Localização","Trends","Trends","Trends","Tendencias","Trends"
"Scheduled","","Scheduled","Scheduled","Scheduled","Scheduled","Scheduled","Scheduled","Scheduled","Programmés","Scheduled","Scheduled","Scheduled","予約ツイート","Scheduled","Zaplanowane","Programado","Scheduled","Scheduled","Scheduled","Programados","Scheduled"
"followers","","followers","followers","followers","followers","followers","followers","followers","abonné·es","followers","followers","followers","フォロワー","followers","followers","seguidores","followers","followers","followers","seguidores","followers"
"All except followers","","All except followers","All except followers","All except followers","All except followers","All except followers","All except followers","All except followers","Tout sauf les nouveaux·lles abonné·es","All except followers","All except followers","All except followers","フォロワー以外のすべてのツイート","All except followers","All except followers",""Todos"," exceto seguidores"","All except followers","All except followers","All except followers","Todos excepto seguidores","All except followers"
"mentions","","mentions","mentions","mentions","mentions","mentions","mentions","mentions","mentions","mentions","mentions","mentions","リプライ","mentions","mentions","menções","mentions","mentions","mentions","menciones","mentions"
"All except Tweets mentioning me","","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","Tout sauf les Tweets me mentionnant","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","自分へのリプライ以外のすべてのツイート","All except Tweets mentioning me","All except Tweets mentioning me",""Todos"," exceto Tweets mencionando-me"","All except Tweets mentioning me","All except Tweets mentioning me","All except Tweets mentioning me","Todos excepto menciones","All except Tweets mentioning me"
"All except mentions","","All except mentions","All except mentions","All except mentions","All except mentions","All except mentions","All except mentions","All except mentions","Tout sauf les mentions","All except mentions","All except mentions","All except mentions","リプライ以外のすべてのツイート","All except mentions","Wszystkie poza wzmiankami",""Todos"," exceto menções"","All except mentions","All except mentions","All except mentions","Todos excepto menciones","All except mentions"
"Likes","","Likes","Likes","Likes","Likes","Likes","Likes","Likes","J'aime","Likes","Likes","Likes","いいね","Likes","Polubienia","Curtidas","Likes","Likes","Likes","Me gusta","Likes"
"Notifications","","Notifications","Notifications","Notifications","Notifications","Notifications","Notifications","Notifications","Notifications","Notifications","Notifications","Notifications","通知","Notifications","Powiadomienia","Notificações","Notifications","Notifications","Notifications","Notificaciones","Notifications"
"Followers","","Followers","Followers","Followers","Followers","Followers","Followers","Followers","Abonnés","Followers","Followers","Followers","フォロワー","Followers","Obserwujący","Seguidores","Followers","Followers","Followers","Seguidores","Followers"
"Mentions","","Mentions","Mentions","Mentions","Mentions","Mentions","Mentions","Mentions","Mentions","Mentions","Mentions","Mentions","リプライ","Mentions","Wzmianki","Menções","Mentions","Mentions","Mentions","Menciones","Mentions"
